section,case,entity,entity_id,sub_id,period,parameter,value,unit,source,notes
WorkloadInput,Common,DataCenter,DC5,37,2,total_original_workload_arrival,208.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,2,nominal_original_active_power,47.12,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC5,37,3,fixed_workload_arrival,125.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,3,shiftable_workload_arrival,83.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,3,total_original_workload_arrival,208.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,3,nominal_original_active_power,47.12,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC5,37,4,fixed_workload_arrival,125.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,4,shiftable_workload_arrival,83.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,4,total_original_workload_arrival,208.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,4,nominal_original_active_power,47.12,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC5,37,5,fixed_workload_arrival,120.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,5,shiftable_workload_arrival,79.68,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,5,total_original_workload_arrival,199.68,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,5,nominal_original_active_power,45.9552,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC5,37,6,fixed_workload_arrival,115.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,6,shiftable_workload_arrival,76.36,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,6,total_original_workload_arrival,191.36,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,6,nominal_original_active_power,44.7904,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
Objective,Common,Objective,Curtailment,,,curtailment_penalty,30.0,normalized,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
Objective,Common,Objective,Congestion,,,congestion_margin_ratio_rho,0.9,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
Objective,Common,Objective,Congestion,,,congestion_penalty_lambda,100.0,normalized,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
Objective,WithFlex,DataCenter,DC1,21,,temporal_shift_cost,0.1,normalized/workload/period,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
Objective,WithFlex,DataCenter,DC2,24,,temporal_shift_cost,0.1,normalized/workload/period,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
Objective,WithFlex,DataCenter,DC3,14,,temporal_shift_cost,0.1,normalized/workload/period,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
Objective,WithFlex,DataCenter,DC4,29,,temporal_shift_cost,0.1,normalized/workload/period,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
Objective,WithFlex,DataCenter,DC5,37,,temporal_shift_cost,0.1,normalized/workload/period,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC1->DC1,21->21,,spatial_migration_cost,0.0,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC1->DC2,21->24,,spatial_migration_cost,0.07,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC1->DC3,21->14,,spatial_migration_cost,0.08,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC1->DC4,21->29,,spatial_migration_cost,0.08,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC1->DC5,21->37,,spatial_migration_cost,0.07,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC2->DC1,24->21,,spatial_migration_cost,0.08,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC2->DC2,24->24,,spatial_migration_cost,0.0,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC2->DC3,24->14,,spatial_migration_cost,0.08,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC2->DC4,24->29,,spatial_migration_cost,0.08,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC2->DC5,24->37,,spatial_migration_cost,0.07,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC3->DC1,14->21,,spatial_migration_cost,0.08,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC3->DC2,14->24,,spatial_migration_cost,0.07,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC3->DC3,14->14,,spatial_migration_cost,0.0,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC3->DC4,14->29,,spatial_migration_cost,0.08,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC3->DC5,14->37,,spatial_migration_cost,0.07,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC4->DC1,29->21,,spatial_migration_cost,0.08,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC4->DC2,29->24,,spatial_migration_cost,0.07,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC4->DC3,29->14,,spatial_migration_cost,0.08,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC4->DC4,29->29,,spatial_migration_cost,0.0,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC4->DC5,29->37,,spatial_migration_cost,0.07,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC5->DC1,37->21,,spatial_migration_cost,0.08,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC5->DC2,37->24,,spatial_migration_cost,0.07,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC5->DC3,37->14,,spatial_migration_cost,0.08,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC5->DC4,37->29,,spatial_migration_cost,0.08,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
SpatialMigrationCost,WithFlex,MigrationCost,DC5->DC5,37->37,,spatial_migration_cost,0.0,normalized/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,Transmission,DEFAULT,all non-overridden active branches,,Smax,2.0,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,200 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,12-14,tightened_source_side,,Smax,0.7,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,70 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,12-14,tightened_source_side,,Smax_MVA,70.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,14-15,tightened_source_side,,Smax,0.7,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,70 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,14-15,tightened_source_side,,Smax_MVA,70.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,19-20,tightened_source_side,,Smax,0.75,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,75 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,19-20,tightened_source_side,,Smax_MVA,75.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,20-21,tightened_source_side,,Smax,0.82,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,82 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,20-21,tightened_source_side,,Smax_MVA,82.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,21-22,tightened_source_side,,Smax,0.82,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,82 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,21-22,tightened_source_side,,Smax_MVA,82.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,27-28,tightened_source_side,,Smax,0.75,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,75 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,27-28,tightened_source_side,,Smax_MVA,75.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,28-29,tightened_source_side,,Smax,0.82,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,82 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,28-29,tightened_source_side,,Smax_MVA,82.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,29-31,tightened_source_side,,Smax,0.82,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,82 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,29-31,tightened_source_side,,Smax_MVA,82.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,23-24,expanded_sink_side,,Smax,2.8,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,280 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,23-24,expanded_sink_side,,Smax_MVA,280.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,24-70,expanded_sink_side,,Smax,2.8,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,280 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,24-70,expanded_sink_side,,Smax_MVA,280.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,24-72,expanded_sink_side,,Smax,2.8,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,280 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,24-72,expanded_sink_side,,Smax_MVA,280.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,33-37,expanded_sink_side,,Smax,2.8,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,280 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,33-37,expanded_sink_side,,Smax_MVA,280.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,34-37,expanded_sink_side,,Smax,2.8,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,280 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,34-37,expanded_sink_side,,Smax_MVA,280.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,35-37,expanded_sink_side,,Smax,2.8,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,280 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,35-37,expanded_sink_side,,Smax_MVA,280.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,37-38,expanded_sink_side,,Smax,2.8,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,280 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,37-38,expanded_sink_side,,Smax_MVA,280.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,37-39,expanded_sink_side,,Smax,2.8,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,280 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,37-39,expanded_sink_side,,Smax_MVA,280.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
BranchLimit,Common,TransmissionBranch,37-40,expanded_sink_side,,Smax,2.8,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,280 MVA on 100-MVA base.
BranchLimit,Common,TransmissionBranch,37-40,expanded_sink_side,,Smax_MVA,280.0,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
ReportedCongestionSummary,NoFlex,System,System,,,maximum_branch_loading,95.67,%,paper reported results,
ReportedCongestionSummary,WithFlex,System,System,,,maximum_branch_loading,70.92,%,paper reported results,
ReportedCongestionSummary,NoFlex,System,System,,,average_branch_loading,16.12,%,paper reported results,
ReportedCongestionSummary,WithFlex,System,System,,,average_branch_loading,15.8,%,paper reported results,
ReportedCongestionSummary,NoFlex,System,System,,,median_branch_loading,10.46,%,paper reported results,
ReportedCongestionSummary,WithFlex,System,System,,,median_branch_loading,10.04,%,paper reported results,
ReportedCongestionSummary,NoFlex,System,System,,,branch_time_points_ge_95pct,1,count,paper reported results,
ReportedCongestionSummary,WithFlex,System,System,,,branch_time_points_ge_95pct,0,count,paper reported results,
ReportedCongestionSummary,NoFlex,System,System,,,migrated_workload,0.0,workload units,paper reported results,
ReportedCongestionSummary,WithFlex,System,System,,,migrated_workload,2062.52,workload units,paper reported results,
ReportedCriticalLine,NoFlex,TransmissionBranch,Line17,12-14,,max_loading,95.67,%,paper reported results,
ReportedCriticalLine,WithFlex,TransmissionBranch,Line17,12-14,,max_loading,70.0,%,paper reported results,
ReportedCriticalLine,Comparison,TransmissionBranch,Line17,12-14,,reduction,25.67,percentage points,paper reported results,
ReportedCriticalLine,NoFlex,TransmissionBranch,Line104,65-68,,max_loading,94.51,%,paper reported results,
ReportedCriticalLine,WithFlex,TransmissionBranch,Line104,65-68,,max_loading,70.92,%,paper reported results,
ReportedCriticalLine,Comparison,TransmissionBranch,Line104,65-68,,reduction,23.59,percentage points,paper reported results,
ReportedCriticalLine,NoFlex,TransmissionBranch,Line25,19-20,,max_loading,75.91,%,paper reported results,
ReportedCriticalLine,WithFlex,TransmissionBranch,Line25,19-20,,max_loading,66.83,%,paper reported results,
ReportedCriticalLine,Comparison,TransmissionBranch,Line25,19-20,,reduction,9.08,percentage points,paper reported results,
ReportedCriticalLine,NoFlex,TransmissionBranch,Line80,56-57,,max_loading,72.84,%,paper reported results,
ReportedCriticalLine,WithFlex,TransmissionBranch,Line80,56-57,,max_loading,70.0,%,paper reported results,
ReportedCriticalLine,Comparison,TransmissionBranch,Line80,56-57,,reduction,2.84,percentage points,paper reported results,
ReportedCriticalLine,NoFlex,TransmissionBranch,Line40,29-31,,max_loading,71.15,%,paper reported results,
ReportedCriticalLine,WithFlex,TransmissionBranch,Line40,29-31,,max_loading,68.24,%,paper reported results,
ReportedCriticalLine,Comparison,TransmissionBranch,Line40,29-31,,reduction,2.91,percentage points,paper reported results,
ReportedCriticalLine,NoFlex,TransmissionBranch,Line36,30-17,,max_loading,70.0,%,paper reported results,
ReportedCriticalLine,WithFlex,TransmissionBranch,Line36,30-17,,max_loading,56.79,%,paper reported results,
ReportedCriticalLine,Comparison,TransmissionBranch,Line36,30-17,,reduction,13.21,percentage points,paper reported results,
ReportedCurtailmentPeriod,NoFlex,RenewableTotal,Total,,1,curtailment_power,43.7,MW,paper reported results,
ReportedCurtailmentPeriod,WithFlex,RenewableTotal,Total,,1,curtailment_power,0.0,MW,paper reported results,
ReportedCurtailmentPeriod,Comparison,RenewableTotal,Total,,1,curtailment_power_reduction,43.7,MW,paper reported results,
ReportedCurtailmentPeriod,Comparison,RenewableTotal,Total,,1,curtailment_energy_reduction,7.2833,MWh,paper reported results,
ReportedCurtailmentPeriod,NoFlex,RenewableTotal,Total,,2,curtailment_power,530.7,MW,paper reported results,
ReportedCurtailmentPeriod,WithFlex,RenewableTotal,Total,,2,curtailment_power,232.0,MW,paper reported results,
ReportedCurtailmentPeriod,Comparison,RenewableTotal,Total,,2,curtailment_power_reduction,298.7,MW,paper reported results,
ReportedCurtailmentPeriod,Comparison,RenewableTotal,Total,,2,curtailment_energy_reduction,49.7833,MWh,paper reported results,
ReportedCurtailmentPeriod,NoFlex,RenewableTotal,Total,,3,curtailment_power,1037.4,MW,paper reported results,
ReportedCurtailmentPeriod,WithFlex,RenewableTotal,Total,,3,curtailment_power,782.0,MW,paper reported results,
ReportedCurtailmentPeriod,Comparison,RenewableTotal,Total,,3,curtailment_power_reduction,255.4,MW,paper reported results,
ReportedCurtailmentPeriod,Comparison,RenewableTotal,Total,,3,curtailment_energy_reduction,42.5667,MWh,paper reported results,
ReportedCurtailmentPeriod,NoFlex,RenewableTotal,Total,,4,curtailment_power,1562.6,MW,paper reported results,
ReportedCurtailmentPeriod,WithFlex,RenewableTotal,Total,,4,curtailment_power,1348.1,MW,paper reported results,
ReportedCurtailmentPeriod,Comparison,RenewableTotal,Total,,4,curtailment_power_reduction,214.5,MW,paper reported results,
ReportedCurtailmentPeriod,Comparison,RenewableTotal,Total,,4,curtailment_energy_reduction,35.75,MWh,paper reported results,
ReportedCurtailmentPeriod,NoFlex,RenewableTotal,Total,,5,curtailment_power,1543.7,MW,paper reported results,
ReportedCurtailmentPeriod,WithFlex,RenewableTotal,Total,,5,curtailment_power,1319.0,MW,paper reported results,
ReportedCurtailmentPeriod,Comparison,RenewableTotal,Total,,5,curtailment_power_reduction,224.7,MW,paper reported results,
ReportedCurtailmentPeriod,Comparison,RenewableTotal,Total,,5,curtailment_energy_reduction,37.45,MWh,paper reported results,
ReportedCurtailmentPeriod,NoFlex,RenewableTotal,Total,,6,curtailment_power,1842.9,MW,paper reported results,
ReportedCurtailmentPeriod,WithFlex,RenewableTotal,Total,,6,curtailment_power,1570.3,MW,paper reported results,
ReportedCurtailmentPeriod,Comparison,RenewableTotal,Total,,6,curtailment_power_reduction,272.6,MW,paper reported results,
ReportedCurtailmentPeriod,Comparison,RenewableTotal,Total,,6,curtailment_energy_reduction,45.4333,MWh,paper reported results,
ReportedCurtailmentSummary,NoFlex,Renewable,Summary,,,wind_curtailment_energy,611.68,MWh,paper reported results,
ReportedCurtailmentSummary,WithFlex,Renewable,Summary,,,wind_curtailment_energy,472.72,MWh,paper reported results,
ReportedCurtailmentSummary,Comparison,Renewable,Summary,,,wind_curtailment_energy_reduction,138.96,MWh,paper reported results,
ReportedCurtailmentSummary,NoFlex,Renewable,Summary,,,solar_curtailment_energy,481.81,MWh,paper reported results,
ReportedCurtailmentSummary,WithFlex,Renewable,Summary,,,solar_curtailment_energy,402.51,MWh,paper reported results,
ReportedCurtailmentSummary,Comparison,Renewable,Summary,,,solar_curtailment_energy_reduction,79.3,MWh,paper reported results,
ReportedCurtailmentSummary,NoFlex,Renewable,Summary,,,total_curtailment_energy,1093.5,MWh,paper reported results,
ReportedCurtailmentSummary,WithFlex,Renewable,Summary,,,total_curtailment_energy,875.24,MWh,paper reported results,
ReportedCurtailmentSummary,Comparison,Renewable,Summary,,,total_curtailment_energy_reduction,218.26,MWh,paper reported results,
ReportedCurtailmentSummary,Comparison,Renewable,Summary,,,total_curtailment_reduction_percent,20.0,%,paper reported results,
Notes,Common,Dataset,Provenance,,,input_parameter_basis,Canonical common inputs are consolidated from the WithFlex v2 congestion-penalty study-data file and used as the manuscript common setup.,,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,"NoFlex is represented in this consolidated dataset as the same common inputs with workload flexibility disabled, consistent with the manuscript comparison definition."
Notes,Common,Dataset,Provenance,,,result_basis,System-level and curtailment outputs are the values reported in the manuscript tables/figures.,,paper reported results,
Notes,Common,Dataset,Provenance,,,not_included,"Full raw branch-by-time, workload-assignment, delay-distribution, and constraint-slack solver outputs are not present in the currently available result files and are therefore not fabricated here.",,paper reported results,
